iter	RMSE
682	1.178347012
683	1.177584476
684	1.17752491
685	1.17752272
686	1.177507854
687	1.177435696
688	1.176427843
689	1.176398278
690	1.176086117
691	1.175880362
692	1.175863586
693	1.17583294
694	1.175811479
695	1.175798918
696	1.175625335
697	1.1755796
698	1.175572756
699	1.175198249
700	1.174650769
701	1.174017744
702	1.174015478
703	1.17376032
704	1.170328197
705	1.169508835
706	1.168550767
707	1.16853476
708	1.16848139
709	1.168419458
710	1.168400355
711	1.16801017
712	1.167218188
713	1.167210269
714	1.166746042
715	1.166737474
716	1.166696311
717	1.162284328
718	1.160382778
719	1.1603743
720	1.16035986
721	1.159504921
722	1.15903226
723	1.157476925
724	1.157472056
725	1.156864715
726	1.156857955
727	1.156653195
728	1.15662932
729	1.156515673
730	1.156508874
731	1.156481856
732	1.156293395
733	1.15628984
734	1.156281256
735	1.154417691
736	1.15437371
737	1.15377122
738	1.153765702
739	1.153758157
740	1.153750545
741	1.153750412
742	1.153747011
743	1.153654477
744	1.153630859
745	1.153626881
746	1.15362265
747	1.153478509
748	1.150137994
749	1.150130077
750	1.149955087
751	1.149591034
752	1.149589864
753	1.149585682
754	1.148053034
755	1.147987378
756	1.147984799
757	1.146878744
758	1.146872098
759	1.144054991
760	1.144046258
761	1.144044316
762	1.143735664
763	1.143727065
764	1.143532807
765	1.143261407
766	1.143071608
767	1.142851737
768	1.142240129
769	1.140856575
770	1.140848463
771	1.140807405
772	1.140798378
773	1.140791395
774	1.140374577
775	1.140366123
776	1.14034833
777	1.139600469
778	1.139570664
779	1.139567978
780	1.139560419
781	1.138967298
782	1.138960106
783	1.138957326
784	1.138949797
785	1.138946938
786	1.138720394
787	1.137713949
788	1.137707835
789	1.137706872
790	1.137532693
791	1.137523871
792	1.137455982
793	1.137357028
794	1.137341323
795	1.137336641
796	1.136998648
797	1.135431149
798	1.13341831
799	1.132103613
800	1.131978334
801	1.131973451
802	1.130990989
803	1.129936481
804	1.128320593
805	1.128309711
806	1.128244259
807	1.128205766
808	1.125093012
809	1.124907089
810	1.124622532
811	1.124618388
812	1.122157088
813	1.122093894
814	1.11970836
815	1.119587392
816	1.119542316
817	1.11952962
818	1.118590771
819	1.118568053
820	1.115772291
821	1.11575898
822	1.115750967
823	1.115748218
824	1.1157265
825	1.115722334
826	1.115574834
827	1.115265804
828	1.115260055
829	1.11519587
830	1.115189113
831	1.114530697
832	1.114527877
833	1.114516231
834	1.111950004
835	1.111929404
836	1.111923118
837	1.111921421
838	1.111917625
839	1.11191132
840	1.110360865
841	1.110353194
842	1.108799379
843	1.108794563
844	1.108787698
845	1.108786254
846	1.108724082
847	1.108720479
848	1.10867017
849	1.108666682
850	1.108510723
851	1.108502129
852	1.108501431
853	1.107029424
854	1.107022565
855	1.107016352
856	1.107005516
857	1.106563185
858	1.106551062
859	1.106540668
860	1.106430177
861	1.106393258
862	1.106373666
863	1.10619227
864	1.106183559
865	1.106178913
866	1.10617742
867	1.106174012
868	1.10613785
869	1.104961016
870	1.104729659
871	1.102951352
872	1.102941235
873	1.102933776
874	1.102917718
875	1.102901125
876	1.102888957
877	1.102271658
878	1.102266964
879	1.102265179
880	1.102250404
881	1.10223347
882	1.102228503
883	1.102223929
884	1.102219745
885	1.102209772
886	1.102201747
887	1.102178869
888	1.099581552
889	1.098852135
890	1.098841043
891	1.09879019
892	1.098787015
893	1.098244358
894	1.098236207
895	1.096843281
896	1.096768194
897	1.096759916
898	1.096738052
899	1.093855137
900	1.09385173
901	1.093850086
902	1.093812784
903	1.090955354
904	1.090692952
905	1.090596682
906	1.090212509
907	1.09019956
908	1.08986632
909	1.089843432
910	1.089840659
911	1.089836454
912	1.088621076
913	1.088258326
914	1.08824022
915	1.088239264
916	1.086683647
917	1.086671547
918	1.08485778
919	1.084818958
920	1.083023131
921	1.082963942
922	1.082961691
923	1.082568552
924	1.082566384
925	1.080410818
926	1.079220669
927	1.079140382
928	1.079138004
929	1.07854206
930	1.078517895
931	1.078513556
932	1.078374383
933	1.078343383
934	1.078334248
935	1.078253615
936	1.078214278
937	1.078167321
938	1.078132312
939	1.078130411
940	1.078087213
941	1.078020493
942	1.078003733
943	1.077903115
944	1.077896732
945	1.077773377
946	1.077768212
947	1.077437933
948	1.077428503
949	1.077174669
950	1.077169213
951	1.07716008
952	1.077159143
953	1.077155242
954	1.075423331
955	1.075377721
956	1.074389958
957	1.073648515
958	1.073643374
959	1.073623484
960	1.073622877
961	1.073612191
962	1.073162306
963	1.072712156
964	1.072708023
965	1.072701918
966	1.072476399
967	1.07241874
968	1.070916964
969	1.070909313
970	1.070274632
971	1.069541376
972	1.069519165
973	1.069512086
974	1.069493286
975	1.069491367
976	1.069291834
977	1.069285346
978	1.069271598
979	1.069239191
980	1.06768196
981	1.067665935
982	1.067659194
983	1.066735324
984	1.066714211
985	1.065700283
986	1.065615034
987	1.065599991
988	1.065589713
989	1.06507454
990	1.062021188
991	1.061878057
992	1.06161366
993	1.061607565
994	1.060685437
995	1.060673313
996	1.060657794
997	1.057144795
998	1.055298425
999	1.055261432
